,Unnamed: 0,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Codechef,Salary,DSA
140,140,23,Male,Computer Science,1,5,0,0,1,3.0,230368.0,200.0
141,141,23,Male,Electronics And Communication,0,7,0,0,1,2.0,37573.0,500.0
142,142,24,Male,Information Technology,3,7,0,0,1,5.0,69832.0,800.0
143,143,24,Male,Computer Science,2,5,0,0,1,4.0,51670.0,300.0
144,144,24,Male,Computer Science,2,5,0,0,1,4.0,44144.0,300.0
145,145,23,Male,Civil,0,7,1,0,1,2.0,31778.0,500.0
146,146,24,Male,Information Technology,1,6,0,0,1,3.0,39957.0,500.0
147,147,23,Male,Mechanical,0,5,1,1,0,2.0,142340.0,100.0
148,148,23,Male,Electrical,0,6,0,0,0,2.0,24253.0,400.0
149,149,24,Male,Computer Science,1,7,0,0,1,3.0,41820.0,600.0
150,150,23,Male,Electrical,0,5,0,0,0,2.0,38933.0,100.0
151,151,24,Female,Information Technology,0,5,0,0,0,2.0,238176.0,100.0
152,152,23,Male,Computer Science,1,5,0,0,1,3.0,167950.0,200.0
153,153,23,Female,Electronics And Communication,2,6,0,0,0,4.0,52816.0,600.0
154,154,24,Male,Civil,0,7,0,0,1,2.0,40266.0,500.0
155,155,24,Male,Electronics And Communication,2,6,0,0,1,4.0,44030.0,600.0
156,156,23,Male,Information Technology,0,5,0,0,0,2.0,169575.0,100.0
157,157,24,Male,Computer Science,2,6,0,0,1,4.0,54068.0,600.0
158,158,23,Male,Computer Science,1,6,0,0,0,3.0,41020.0,500.0
159,159,24,Male,Computer Science,0,7,0,1,1,2.0,40951.0,500.0
160,160,22,Male,Electronics And Communication,0,7,0,0,1,2.0,44529.0,500.0
161,161,22,Male,Mechanical,0,5,1,0,0,2.0,49003.0,100.0
162,162,22,Male,Computer Science,1,5,0,0,0,3.0,59936.0,200.0
163,163,21,Male,Computer Science,1,6,0,0,1,3.0,38392.0,500.0
164,164,21,Male,Civil,3,6,1,0,1,5.0,55578.0,700.0
165,165,21,Male,Computer Science,0,6,0,1,1,2.0,34891.0,400.0
166,166,21,Male,Electrical,0,5,0,0,0,2.0,58650.0,100.0
167,167,21,Female,Information Technology,1,6,0,0,0,3.0,39581.0,500.0
168,168,22,Male,Computer Science,1,5,0,0,0,3.0,160465.0,200.0
169,169,22,Male,Computer Science,1,5,0,0,0,3.0,208644.0,200.0
170,170,21,Male,Civil,1,6,0,0,1,3.0,39483.0,500.0
171,171,21,Female,Information Technology,2,5,0,0,0,4.0,43102.0,300.0
172,172,21,Male,Information Technology,1,6,0,0,1,3.0,36950.0,500.0
173,173,22,Male,Civil,0,6,0,0,0,2.0,34165.0,400.0
174,174,22,Male,Civil,0,7,0,1,0,2.0,43269.0,500.0
175,175,21,Male,Information Technology,0,7,0,0,1,2.0,41212.0,500.0
176,176,21,Male,Electronics And Communication,0,7,0,0,1,2.0,32249.0,500.0
177,177,22,Female,Information Technology,1,7,1,0,0,3.0,41237.0,600.0
178,178,22,Male,Electrical,1,6,0,0,1,3.0,38289.0,500.0
179,179,21,Female,Mechanical,1,5,1,0,0,3.0,60410.0,200.0
180,180,22,Female,Information Technology,1,6,1,0,0,3.0,30516.0,500.0
181,181,22,Male,Computer Science,2,6,0,0,1,4.0,46601.0,600.0
182,182,21,Male,Electronics And Communication,1,6,0,1,0,3.0,40136.0,500.0
183,183,22,Male,Civil,0,5,0,0,0,2.0,82167.0,100.0
184,184,21,Male,Electrical,2,5,0,1,0,4.0,40068.0,300.0
185,185,22,Male,Civil,1,7,0,0,0,3.0,44375.0,600.0
186,186,21,Female,Computer Science,1,7,1,0,0,3.0,51342.0,600.0
187,187,21,Male,Computer Science,1,6,0,0,0,3.0,44212.0,500.0
188,188,22,Female,Electronics And Communication,1,5,1,0,0,3.0,55696.0,200.0
189,189,21,Female,Information Technology,0,6,0,0,0,2.0,25895.0,400.0
190,190,22,Male,Computer Science,0,5,0,0,0,2.0,153273.0,100.0
191,191,22,Male,Computer Science,0,5,0,0,0,2.0,163894.0,100.0
192,192,21,Male,Mechanical,0,7,1,0,0,2.0,42473.0,500.0
193,193,21,Male,Computer Science,0,5,0,0,0,2.0,155256.0,100.0
194,194,21,Male,Information Technology,0,5,0,1,0,2.0,204028.0,100.0
195,195,22,Female,Computer Science,1,5,1,0,0,3.0,58882.0,200.0
196,196,21,Male,Electronics And Communication,2,6,1,1,0,4.0,40496.0,600.0
197,197,21,Male,Information Technology,1,5,1,1,0,3.0,110230.0,200.0
198,198,22,Female,Computer Science,2,7,1,0,0,4.0,53015.0,700.0
199,199,21,Male,Computer Science,0,8,0,0,1,2.0,51584.0,600.0
200,200,21,Male,Computer Science,2,7,0,0,1,4.0,53539.0,700.0
201,201,22,Male,Computer Science,1,6,0,0,0,3.0,41760.0,500.0
202,202,21,Female,Information Technology,2,6,1,0,1,4.0,50739.0,600.0
203,203,21,Male,Electronics And Communication,1,7,0,0,0,3.0,52975.0,600.0
204,204,21,Female,Computer Science,1,7,1,0,0,3.0,48050.0,600.0
205,205,21,Male,Mechanical,0,8,1,0,1,2.0,51369.0,600.0
206,206,22,Male,Mechanical,0,8,1,0,1,2.0,44862.0,600.0
207,207,22,Male,Information Technology,1,6,0,0,0,3.0,41751.0,500.0
208,208,21,Female,Electrical,0,7,0,0,0,2.0,33237.0,500.0
209,209,21,Male,Mechanical,0,8,0,0,1,2.0,45811.0,600.0
210,210,21,Male,Computer Science,2,8,0,0,1,4.0,67567.0,800.0
211,211,21,Male,Information Technology,1,7,0,0,0,3.0,51488.0,600.0
212,212,22,Male,Information Technology,0,6,0,1,0,2.0,29900.0,400.0
213,213,22,Male,Information Technology,1,8,0,0,1,3.0,55341.0,700.0
214,214,21,Male,Electrical,1,7,0,0,1,3.0,45081.0,600.0
215,215,21,Female,Civil,1,6,0,0,0,3.0,33731.0,500.0
216,216,21,Male,Computer Science,3,6,0,0,1,5.0,61945.0,700.0
217,217,21,Male,Civil,1,7,1,0,0,3.0,52705.0,600.0
218,218,22,Male,Electrical,1,7,0,0,0,3.0,47821.0,600.0
219,219,21,Male,Electronics And Communication,2,6,1,1,0,4.0,44418.0,600.0
220,220,22,Male,Electrical,1,8,0,1,1,3.0,53977.0,700.0
221,221,22,Male,Computer Science,2,8,0,0,1,4.0,73414.0,800.0
222,222,21,Male,Mechanical,1,6,1,1,0,3.0,40285.0,500.0
223,223,22,Male,Computer Science,0,7,0,0,0,2.0,31775.0,500.0
224,224,22,Male,Civil,0,6,0,0,0,2.0,32813.0,400.0
225,225,21,Male,Civil,0,6,1,0,0,2.0,31675.0,400.0
226,226,21,Female,Computer Science,1,7,1,0,0,3.0,54759.0,600.0
227,227,21,Male,Computer Science,2,7,0,0,1,4.0,51698.0,700.0
228,228,21,Female,Mechanical,1,6,1,0,0,3.0,34719.0,500.0
229,229,22,Male,Mechanical,0,6,1,0,0,2.0,32642.0,400.0
230,230,22,Male,Electronics And Communication,1,8,0,0,1,3.0,57409.0,700.0
231,231,22,Male,Computer Science,1,8,0,0,1,3.0,50107.0,700.0
232,232,21,Female,Information Technology,0,8,0,0,1,2.0,41062.0,600.0
233,233,22,Male,Information Technology,1,7,0,0,0,3.0,46455.0,600.0
234,234,21,Male,Information Technology,0,8,0,1,1,2.0,49370.0,600.0
235,235,22,Male,Computer Science,1,8,0,0,1,3.0,61663.0,700.0
236,236,22,Male,Computer Science,1,7,0,0,0,3.0,41116.0,600.0
237,237,21,Female,Information Technology,2,7,0,0,1,4.0,52932.0,700.0
238,238,21,Female,Mechanical,1,8,1,0,1,3.0,53824.0,700.0
239,239,21,Female,Computer Science,1,6,1,0,0,3.0,38416.0,500.0
240,240,22,Female,Information Technology,1,7,0,0,0,3.0,46520.0,600.0
241,241,22,Female,Computer Science,0,6,1,0,0,2.0,30692.0,400.0
242,242,21,Male,Information Technology,2,8,1,0,1,4.0,73589.0,800.0
243,243,22,Male,Civil,0,7,1,1,0,2.0,42615.0,500.0
244,244,21,Male,Electrical,1,6,0,0,0,3.0,30325.0,500.0
245,245,21,Male,Electronics And Communication,2,6,0,0,1,4.0,48039.0,600.0
246,246,21,Male,Mechanical,1,7,1,0,0,3.0,51172.0,600.0
247,247,22,Male,Civil,0,7,0,0,0,2.0,36139.0,500.0
248,248,22,Female,Electrical,1,6,0,0,0,3.0,34016.0,500.0
249,249,22,Male,Computer Science,0,8,0,0,1,2.0,44645.0,600.0
250,250,21,Male,Computer Science,3,8,0,0,1,5.0,77893.0,900.0
251,251,21,Female,Information Technology,0,8,0,1,1,2.0,43500.0,600.0
252,252,22,Male,Electronics And Communication,0,6,0,0,0,2.0,33784.0,400.0
253,253,22,Male,Civil,1,7,0,0,0,3.0,41226.0,600.0
254,254,22,Male,Information Technology,1,8,1,1,1,3.0,56833.0,700.0
255,255,22,Female,Computer Science,1,8,1,1,1,3.0,59120.0,700.0
256,256,22,Male,Mechanical,1,8,1,0,1,3.0,58826.0,700.0
257,257,21,Male,Electrical,2,6,0,0,1,4.0,40093.0,600.0
258,258,22,Male,Electronics And Communication,1,6,0,0,0,3.0,44253.0,500.0
259,259,22,Male,Information Technology,0,8,0,0,1,2.0,42085.0,600.0
260,260,22,Female,Computer Science,1,7,1,0,0,3.0,50282.0,600.0
261,261,21,Male,Information Technology,1,8,0,0,1,3.0,63031.0,700.0
262,262,21,Male,Electrical,1,7,0,0,1,3.0,40983.0,600.0
263,263,22,Male,Mechanical,0,8,1,1,1,2.0,41639.0,600.0
264,264,21,Male,Civil,0,6,0,0,0,2.0,33424.0,400.0
265,265,21,Male,Information Technology,1,6,0,0,0,3.0,37051.0,500.0
266,266,21,Female,Information Technology,1,8,0,0,1,3.0,59763.0,700.0
267,267,22,Male,Electronics And Communication,1,8,1,1,1,3.0,63826.0,700.0
268,268,21,Male,Civil,1,7,0,0,0,3.0,47883.0,600.0
269,269,22,Male,Information Technology,2,6,0,0,1,4.0,50904.0,600.0
270,270,21,Male,Electrical,0,6,1,0,0,2.0,33926.0,400.0
271,271,22,Male,Information Technology,1,7,1,1,0,3.0,42638.0,600.0
272,272,21,Male,Electronics And Communication,0,6,0,0,0,2.0,33921.0,400.0
273,273,22,Male,Computer Science,0,8,0,1,1,2.0,45518.0,600.0
274,274,21,Male,Electronics And Communication,1,7,0,0,0,3.0,46558.0,600.0
275,275,22,Male,Mechanical,0,6,1,0,0,2.0,24035.0,400.0
276,276,21,Male,Civil,0,7,0,0,0,2.0,33452.0,500.0
277,277,21,Female,Civil,1,7,1,0,0,3.0,42757.0,600.0
278,278,21,Male,Computer Science,1,7,0,0,0,3.0,53705.0,600.0
279,279,21,Male,Information Technology,0,6,0,1,1,2.0,28963.0,400.0
280,280,21,Female,Electronics And Communication,2,7,0,0,1,4.0,64557.0,700.0
281,281,22,Female,Mechanical,1,8,1,0,1,3.0,52514.0,700.0
282,282,21,Male,Mechanical,0,6,1,1,1,2.0,26618.0,400.0
283,283,21,Male,Civil,0,7,1,0,1,2.0,34193.0,500.0
284,284,22,Male,Electronics And Communication,0,8,0,0,1,2.0,52994.0,600.0
285,285,21,Male,Electronics And Communication,1,6,1,1,1,3.0,35355.0,500.0
286,286,21,Male,Mechanical,2,6,1,0,0,4.0,51057.0,600.0
287,287,22,Male,Computer Science,0,8,0,0,1,2.0,40335.0,600.0
288,288,21,Male,Civil,0,7,0,0,0,2.0,30253.0,500.0
289,289,22,Male,Information Technology,0,7,0,0,0,2.0,44268.0,500.0
290,290,22,Male,Computer Science,0,7,0,0,0,2.0,36236.0,500.0
291,291,22,Male,Civil,1,6,1,0,0,3.0,30210.0,500.0
292,292,22,Female,Computer Science,2,6,1,1,0,4.0,54026.0,600.0
293,293,22,Male,Electronics And Communication,0,7,0,0,1,2.0,40602.0,500.0
294,294,21,Male,Civil,0,8,0,0,1,2.0,42766.0,600.0
295,295,21,Male,Civil,0,8,0,0,1,2.0,52831.0,600.0
296,296,22,Male,Computer Science,2,6,0,0,1,4.0,44857.0,600.0
297,297,22,Male,Computer Science,2,7,0,0,1,4.0,59957.0,700.0
298,298,22,Male,Electronics And Communication,1,7,1,1,1,3.0,54529.0,600.0
299,299,21,Male,Information Technology,2,7,0,0,1,4.0,58864.0,700.0
300,300,22,Male,Civil,0,6,0,0,0,2.0,28076.0,400.0
301,301,22,Male,Civil,1,6,0,0,1,3.0,36914.0,500.0
302,302,21,Male,Electronics And Communication,0,7,0,0,0,2.0,40054.0,500.0
303,303,21,Male,Information Technology,0,7,0,0,1,2.0,39169.0,500.0
304,304,22,Male,Electronics And Communication,1,8,0,0,1,3.0,61763.0,700.0
305,305,22,Male,Computer Science,0,6,0,1,0,2.0,27230.0,400.0
306,306,22,Male,Electrical,2,8,0,1,1,4.0,66205.0,800.0
307,307,22,Male,Information Technology,0,6,0,1,1,2.0,28727.0,400.0
308,308,22,Female,Computer Science,1,6,1,0,1,3.0,42472.0,500.0
309,309,21,Male,Electrical,0,8,0,0,1,2.0,52852.0,600.0
310,310,21,Male,Computer Science,1,7,0,0,1,3.0,52737.0,600.0
311,311,22,Male,Information Technology,2,7,0,1,1,4.0,54071.0,700.0
312,312,22,Female,Computer Science,1,8,1,0,1,3.0,54616.0,700.0
313,313,22,Male,Civil,0,6,0,0,1,2.0,27607.0,400.0
314,314,22,Male,Mechanical,0,6,1,0,1,2.0,26170.0,400.0
315,315,22,Male,Civil,0,7,0,0,0,2.0,30397.0,500.0
316,316,22,Female,Information Technology,0,6,0,0,1,2.0,22545.0,400.0
317,317,22,Male,Electrical,1,8,0,0,1,3.0,50166.0,700.0
318,318,21,Female,Computer Science,0,6,1,0,0,2.0,20434.0,400.0
319,319,21,Male,Computer Science,1,6,0,0,1,3.0,34735.0,500.0
320,320,21,Male,Computer Science,0,8,0,0,1,2.0,43200.0,600.0
321,321,21,Male,Mechanical,0,7,0,1,1,2.0,41571.0,500.0
322,322,21,Male,Computer Science,2,8,0,0,1,4.0,66006.0,800.0
323,323,22,Male,Civil,0,8,1,0,1,2.0,49800.0,600.0
324,324,21,Male,Mechanical,1,6,1,0,0,3.0,40628.0,500.0
325,325,22,Male,Computer Science,0,8,0,0,1,2.0,50246.0,600.0
326,326,21,Male,Computer Science,1,8,0,0,1,3.0,63988.0,700.0
327,327,21,Male,Electronics And Communication,0,6,0,0,0,2.0,21993.0,400.0
328,328,22,Male,Electronics And Communication,1,6,1,1,0,3.0,33648.0,500.0
329,329,22,Male,Information Technology,0,8,0,0,1,2.0,40978.0,600.0
330,330,21,Male,Computer Science,1,6,0,0,0,3.0,37620.0,500.0
331,331,22,Female,Electrical,0,6,0,0,1,2.0,21798.0,400.0
332,332,22,Male,Electronics And Communication,0,7,0,0,0,2.0,39003.0,500.0
333,333,21,Male,Information Technology,0,8,0,0,1,2.0,43733.0,600.0
334,334,22,Male,Mechanical,0,8,1,1,1,2.0,40967.0,600.0
335,335,22,Male,Mechanical,0,7,1,1,0,2.0,35003.0,500.0
336,336,21,Male,Electronics And Communication,0,8,0,0,1,2.0,53318.0,600.0
337,337,21,Male,Information Technology,1,6,0,0,0,3.0,41889.0,500.0
338,338,22,Female,Computer Science,2,7,1,0,1,4.0,61631.0,700.0
339,339,22,Male,Electronics And Communication,0,7,0,0,0,2.0,33216.0,500.0
340,340,21,Male,Electronics And Communication,1,7,0,1,1,3.0,52806.0,600.0
341,341,22,Male,Information Technology,0,8,0,0,1,2.0,52973.0,600.0
342,342,21,Male,Information Technology,0,8,0,0,1,2.0,48533.0,600.0
343,343,22,Female,Electrical,1,8,0,1,1,3.0,50335.0,700.0
344,344,22,Male,Information Technology,1,6,0,0,1,3.0,34552.0,500.0
345,345,22,Male,Mechanical,0,8,1,1,1,2.0,50640.0,600.0
346,346,21,Male,Mechanical,0,6,1,0,1,2.0,30862.0,400.0
347,347,21,Male,Electronics And Communication,1,8,0,0,1,3.0,64803.0,700.0
348,348,21,Male,Civil,0,7,0,0,0,2.0,43503.0,500.0
349,349,22,Female,Computer Science,1,8,1,0,1,3.0,51823.0,700.0
350,350,22,Female,Information Technology,1,7,0,0,1,3.0,47880.0,600.0
351,351,21,Male,Mechanical,1,6,1,0,0,3.0,34733.0,500.0
352,352,21,Male,Mechanical,0,7,1,0,1,2.0,41701.0,500.0
353,353,21,Male,Electronics And Communication,0,8,0,0,1,2.0,47008.0,600.0
354,354,22,Male,Computer Science,0,6,0,0,1,2.0,29564.0,400.0
355,355,22,Male,Electrical,0,6,0,1,0,2.0,32451.0,400.0
356,356,21,Male,Information Technology,2,8,0,0,1,4.0,62796.0,800.0
357,357,22,Male,Electrical,0,8,0,0,1,2.0,48922.0,600.0
358,358,21,Male,Electronics And Communication,1,7,0,0,0,3.0,48372.0,600.0
359,359,22,Male,Mechanical,0,7,1,0,1,2.0,32380.0,500.0
360,360,22,Male,Electronics And Communication,0,7,0,0,0,2.0,40079.0,500.0
361,361,21,Male,Computer Science,1,8,0,0,1,3.0,59119.0,700.0
362,362,22,Male,Electronics And Communication,0,8,0,0,1,2.0,44341.0,600.0
